Comment,Designator,Footprint,LCSC
LED/ZERO,"J2,J3",PinHeader_2x02_P2.54mm_Vertical,C66690
PWR,J1,PinHeader_2x01_P2.54mm_Vertical,
VID29-02,M1,VID29-02,
