Ref,Val,Package,PosX,PosY,Rot,Side
"C1","C_Polarized","CP_Elec_8x10",-61.774000,-10.399520,-0.000000,bottom
"G1","LOGO","S2ALToggle",-90.144600,-23.393400,180.000000,bottom
