Ref,Val,Package,PosX,PosY,Rot,Side
"C1","0.1uF","C_0805_HandSoldering",0.645213,-0.599000,0.000000,bottom
"C2","100nF","C_0805_HandSoldering",2.200000,-0.399213,270.000000,bottom
"R1","120","R_0805_HandSoldering",0.590000,-0.441000,90.000000,bottom
"U1","MAX487EESA","SOIC-8_3.9x4.9mm_P1.27mm",0.376750,-0.444750,0.000000,bottom
"U2","STP16CPC26","SOIC-24W_7.5x15.4mm_Pitch1.27mm",1.833000,-0.399000,90.000000,bottom
