Ref,Val,Package,PosX,PosY,Rot,Side
"C2","100nF","C_0603_HandSoldering",0.103000,0.878000,180.000000,bottom
"C3","47uF","C_0603_HandSoldering",0.103000,0.978000,180.000000,bottom
"IC1","MAX7219","SOIC-24W_7.5x15.4mm_Pitch1.27mm",0.451039,0.784000,180.000000,bottom
"P1","Digital","Pin_Header_Straight_1x15_Pitch2.54mm_SMD_Pin1Left",1.703000,0.793157,270.000000,bottom
"P2","Analog","Pin_Header_Straight_1x15_Pitch2.54mm_SMD_Pin1Left",1.703000,0.193157,270.000000,bottom
"R2","120","R_0603_HandSoldering",1.817300,1.382407,90.000000,bottom
"Rset1","30K","R_0603_HandSoldering",0.109693,0.778000,0.000000,bottom
"U1","MAX487EESA","SOIC-8_3.9x4.9mm_Pitch1.27mm",1.626801,1.393700,0.000000,bottom
