"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"REF**,REF**";"via0.6";2;"via0.6";;;
2;"REF**,REF**";"Mouting_Hole_1.85mm";2;"Mouting_Hole_1.85mm";;;
3;"D1,D2,D3,D4";"LED_0603_HandSoldering";4;"LED";;;
4;"R1,R2";"R_0603_HandSoldering";2;"68";;;
5;"SW1,SW2";"SWITCH_SNAP_DOME_6.3mm_DIA_SINGLE_SIDE_PCB";2;"push";;;
6;"J1";"Pin_Header_Straight_2x03_Pitch2.54mm_SMD";1;"Conn_02x03";;;
7;"REF**,REF**";"MountingHole_2.7mm_M2.5_ISO14580";2;"Mouting_Hole_2.71mm";;;
