Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Conn_02x03","Pin_Header_Straight_2x03_Pitch2.54mm_SMD",-9.510000,11.910000,270.000000,bottom
"R1","68","R_0603_HandSoldering",-4.900000,17.500000,270.000000,bottom
"R2","68","R_0603_HandSoldering",-4.800000,6.300000,90.000000,bottom
