Comment,Designator,Footprint,LCSC
R,R1,R_0603_1608Metric,C23179
WS2812B-Mini,"D1,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D2,D20,D21,D22,D3,D4,D5,D6,D7,D8,D9",LED_WS2812B-MINI_PLCC4_3.5x3.5mm_P1.75mm,C527089
