Comment,Designator,Footprint,LCSC
470,R1,R_0603_1608Metric,C23179
WS2812B,"D10,D11,D12,D13,D14,D15,D16,D17,D2,D3,D4,D5,D6,D7,D8,D9",LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,C2761795
Mini-Fit Jr. 2x02,"J1,J2",Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,C293502
1000uF,C1,CP_Elec_8x10,C445083
Green,D1,LED_D3.0mm,
