Comment,Designator,Footprint,LCSC
Conn_01x03,"ANT1,CM1,SP1",Connector_JST:JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical,
10uF,C1,Capacitor_SMD:C_1206_3216Metric,C13585
0.1uF,"C7,C8",Capacitor_SMD:C_0603_1608Metric,C14663
Conn_01x02,CAGE1,Connector_JST:JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical,
COMS,COM1,Connector_JST:JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical,
MountingHole,"H1,H4",MountingHole:MountingHole_3mm,
BASE,J2,Connector_JST:JST_PH_B5B-PH-K_1x05_P2.00mm_Vertical,
JOYSTICK,JOY1,Connector_JST:JST_PH_B5B-PH-K_1x05_P2.00mm_Vertical,
ProMini_NoProgrammingHeader,U1,KiCAD_Libraries:Arduino_Mini_Pro_No_Programming_Header,
