Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Conn_01x04","Pin_Header_Straight_1x04_Pitch2.54mm_SMD_Pin1Left",0.374530,0.563246,90.000000,bottom
"R1","68","R_0603_HandSoldering",0.474136,0.766395,180.000000,bottom
"R2","68","R_0603_HandSoldering",0.257601,0.347104,0.000000,bottom
