Comment,Designator,Footprint,LCSC
MAX487EESA+T,U1,SOIC-8_3.9x4.9mm_P1.27mm,C116539
120,R1,R_0805_2012Metric_Pad1.15x1.40mm_HandSolder,C17437
1N5819WS,D1,D_SOD-323_HandSoldering,C191023
0.1uF,C1,C_0805_2012Metric,C49678
Mini-Fit Jr. 2x03,J2,Molex_Mini-Fit_Jr_5566-06A2_2x03_P4.20mm_Vertical,C505177
Molex_Mini-Fit_Jr._2x04,J1,Molex_Mini-Fit_Jr_5566-08A2_2x04_P4.20mm_Vertical,C587470
ProMicro_5V/16Hz,U0,DIP-24_W15.24mm_Socket,
