Comment,Designator,Footprint,LCSC
0.1uF,"C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C2,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C3,C30,C31,C32,C33,C34,C35,C36,C4,C5,C6,C7,C8,C9",C_0603_1608Metric,C14663
470,R1,R_0603_1608Metric,C23179
WS2812B,"D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D31,D32,D33,D34,D35,D36,D37,D38,D39,D4,D40,D41,D42,D43,D44,D45,D46,D47,D48,D49,D5,D50,D51,D52,D53,D54,D55,D56,D57,D58,D59,D6,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D7,D70,D71,D72,D73,D74,D75,D76,D77,D78,D79,D8,D80,D81,D82,D9",LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,C2761795
Mini-Fit Jr. 2x02,"J1,J2",Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,C293502
1000uF,C1,CP_Elec_8x10,C445083
Green,D1,LED_D3.0mm,
