Comment,Designator,Footprint,LCSC
R,R1,R_0603_1608Metric,C23179
WS2812B,"D10,D11,D12,D13,D14,D2,D3,D4,D5,D6,D7,D8,D9",LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,C2761795
