Comment,Designator,Footprint,LCSC
Conn_01x02,CAGE1,JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical,C131337
Conn_01x03,"ANT1,CM1,SP1",JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical,C131339
COMS,COM1,JST_PH_B6B-PH-K_1x06_P2.00mm_Vertical,C131342
10uF,C1,C_1206_3216Metric,C13585
0.1uF,"C7,C8",C_0603_1608Metric,C14663
OUTPUT,"J2,JOY1",JST_PH_B5B-PH-K_1x05_P2.00mm_Vertical,C157993
ProMini_NoProgrammingHeader,U1,Arduino_Mini_Pro_No_Programming_Header,
MountingHole,H1,MountingHole_3mm,
MountingHole,H4,MountingHole_3mm,
