"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"G***";"CC-BY-NC-SA-Small";1;"LOGO";;;
2;"G***";"OH_LOGO_37.7mm_5.9mm";1;"LOGO";;;
3;"J1";"Molex_KK-254_AE-6410-05A_1x05_P2.54mm_Vertical";1;"ExpansionPort";;;
4;"R1,R2,R3";"R_0805_2012Metric_Pad1.15x1.40mm_HandSolder";3;"1k";;;
5;"U1,U2,U3,U4";"SOIC-16W_7.5x10.3mm_P1.27mm";4;"TCA9534";;;
6;"DL_rocker1,DL_rocker2,DL_rocker3,DL_rocker4,DL_rocker5,DL_rocker6,DL_rocker7,DL_rocker8,SW1,SW2,SW3,SW4,SW5,SW6,SW7,SW8,SW9,SW10,SW11,SW12,SW13,SW14,SW15,SW16,SW17,SW18,SW19,SW20";"SWITCH_SNAP_DOME_6.3mm_DIA_SINGLE_SIDE_PCB";28;"SW_Push";;;
7;"C1,C2,C3,C4";"C_0805_2012Metric_Pad1.15x1.40mm_HandSolder";4;"47uF";;;
