Designator,MidX,MidY,Rotation,Layer
D1,73.3044,-46.736,0,top
D2,74.3712,-66.9544,0,top
D3,82.64,-66.878,0,top
D4,84.9492,-46.812,0,top
D5,89.8144,-52.9844,0,top
D6,89.8768,-60.4772,0,top
D7,102.831,-69.0116,0,top
D8,104.648,-63.1952,0,top
D9,105.32,-44.5768,0,top
D10,109.282,-85.3184,0,top
D11,112.534,-96.1896,0,top
D12,113.081,-44.6024,0,top
D13,113.944,-75.5396,0,top
D14,121.26,-75.4888,0,top
D15,123.049,-97.0532,0,top
D16,126.046,-85.674,0,top
D17,129.438,-56.4388,0,top
D18,134.671,-66.4972,0,top
D19,134.214,-46.736,0,top
D20,135.941,-85.2932,0,top
D21,140.614,-76.708,0,top
D22,143.307,-66.4972,0,top
D23,145.655,-46.8628,0,top
D24,145.694,-96.4184,0,top
D25,149.758,-56.5404,0,top
D26,151.446,-76.784,0,top
D27,155.702,-86.5632,0,top
D28,158.394,-80.3656,0,top
D29,160.032,-92.6844,0,top
D30,160.032,-53.4668,0,top
D31,162.154,-44.45,0,top
D32,163.424,-63.0936,0,top
D33,165.721,-81.4576,0,top
D34,167.093,-91.3636,0,top
D35,171.235,-75.6156,0,top
D36,172.923,-44.45,0,top
D37,176.428,-95.6564,0,top
D38,176.468,-62.4584,0,top
D39,178.855,-52.9588,0,top
D40,181.762,-75.5396,0,top
D41,185.279,-93.294,0,top
D42,187.147,-86.7156,0,top
D43,186.588,-56.7436,0,top
D44,191.528,-47.32,0,top
D45,190.348,-80.8228,0,top
D46,192.176,-92.6592,0,top
D47,193.751,-66.1924,0,top
D48,194.361,-86.7156,0,top
D49,200.672,-66.2176,0,top
D50,202.286,-47.2948,0,top
D51,207.061,-53.2892,0,top
D52,207.1,-59.1564,0,top
D53,220.777,-68.8848,0,top
D54,222.442,-63.1188,0,top
D55,226.529,-45.034,0,top
D56,233.031,-68.7576,0,top
