Comment,Designator,Footprint,LCSC
10K,"R1,R2,R3,R4,R5,R6",R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,C25804
IRLML6402TRPBF,"Q2,Q3",SOT-23,C2593
GND,J2,PinSocket_1x06_P2.54mm_Vertical,
THRU,J1,PinSocket_2x16_P2.54mm_Vertical,
