"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"REF**,REF**";"via0.6";2;"via0.6";;;
2;"REF**,REF**";"Mouting_Hole_2.71mm";2;"Mouting_Hole_2.71mm";;;
3;"REF**,REF**";"Mouting_Hole_1.85mm";2;"Mouting_Hole_1.85mm";;;
4;"D1,D2,D3,D4";"LED_0603_HandSoldering";4;"LED";;;
5;"J1";"Pin_Header_Straight_1x04_Pitch2.54mm_SMD_Pin1Left";1;"Conn_01x04";;;
6;"R1,R2";"R_0603_HandSoldering";2;"68";;;
7;"SW1";"SWITCH_SNAP_DOME_6.3mm_DIA_SINGLE_SIDE_PCB";1;"push";;;
