Comment,Designator,Footprint,LCSC
.1uF,C1,C_0603_1608Metric,C14663
AW9523BTQR,U1,WQFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,C148077
4.7K,"RN1,RN2",R_Array_Convex_4x0603,C1980
33,R1,R_0402_1005Metric,C25105
TO UFC,J1,PinHeader_1x04_P2.54mm_Vertical,
