Comment,Designator,Footprint,LCSC
140817140010,"U1,U2,U3,U4",DIP-4_W7.62mm,C181890
EXT ACC OUT,J3,Molex_Mini-Fit_Jr_5566-08A2_2x04_P4.20mm_Vertical,C587470
ProMicro_5V/16Hz,XU1,DIP-24_W15.24mm_Socket,C72120
FROM PSU,J1,PinHeader_1x04_P2.54mm_Vertical,
FROM SIM PWR,J2,PinHeader_2x04_P2.54mm_Vertical,
