Designator,MidX,MidY,Rotation,Layer
C2,228.138,-56.95,0,top
C3,235.6,-56.95,0,top
C4,242.588,-57.1,0,top
C5,249.7,-57.1,0,top
C6,219.912,-68.1,0,top
C7,232.8,-65.1875,270,top
C8,241.7,-73.1125,270,top
C9,246.012,-66.525,0,top
C10,254.962,-67.65,180,top
C11,260.15,-66.4,0,top
C12,215.912,-83.975,0,top
C13,263.412,-81.625,0,top
C14,241.725,-86.6125,270,top
C15,255.575,-90.1125,270,top
C16,230.038,-93.125,0,top
C17,222.912,-93.075,0,top
C18,220.025,-103.125,0,top
C19,231.725,-100.2,270,top
C20,259.125,-99.025,270,top
C21,260.61,-106.315,90,top
C22,263.125,-117.39,0,top
C23,258.675,-125.525,270,top
C24,233.65,-118.225,180,top
C25,240.425,-117.975,180,top
C26,215.45,-117.225,0,top
C27,228.575,-125.675,270,top
C28,227.91,-142.83,90,top
C29,248.575,-135.725,0,top
C30,243.055,-142.86,0,top
D1,226.4,-53.3,0,top
D2,233.95,-53.3,0,top
D3,240.95,-53.5,0,top
D4,248.05,-53.5,0,top
D5,220.15,-64.5,0,top
D6,228.45,-64.4,0,top
D7,237.4,-72.3,0,top
D8,244.35,-62.9,0,top
D9,251.45,-64,0,top
D10,258.5,-62.8,0,top
D11,261.75,-78.1,0,top
D12,251.25,-89.3,0,top
D13,237.45,-85.8,0,top
D14,228.35,-89.5,0,top
D15,221.25,-89.5,0,top
D16,214.25,-80.4,0,top
D17,220.45,-99.4,0,top
D18,227.45,-99.4,0,top
D19,247.85,-98.2,0,top
D20,254.85,-98.2,0,top
D21,246.25,-104,0,top
D22,256.3,-103.9,0,top
D23,262.2,-113.9,0,top
D24,254.4,-124.7,0,top
D25,247.35,-124.7,0,top
D26,241.25,-113.7,270,top
D27,234.45,-113.7,270,top
D28,224.3,-124.85,0,top
D29,213.8,-113.6,0,top
D30,224.6,-132.1,0,top
D31,231.65,-132.1,0,top
D32,230.05,-138.65,0,top
D33,239.9,-132.1,0,top
D34,246.9,-132.1,0,top
D35,241.95,-139.05,0,top
R1,234.091,-123.403,270,top
