Comment,Designator,Footprint,LCSC
"4.7uF","C1","Capacitor_SMD:C_1206_3216Metric","C29823"
"MountingHole","H1,H2","MountingHole:MountingHole_3mm",""
"Conn_01x01","J2,J3,J4,J5,J6","KiCAD_Libraries:SolderWirePad_1x01_SMD_2x4mm",""
"ANALOGSTICK_CENTERPUSH","JOY1","KiCAD_Libraries:RKJXV12",""
"10k","R1","Resistor_SMD:R_0603_1608Metric",""
