Ref,Val,Package,PosX,PosY,Rot,Side
"D1","LED","LED_0603_HandSoldering",-14.150000,17.460000,90.000000,top
"D2","LED","LED_0603_HandSoldering",-4.900000,17.460000,90.000000,top
"D3","LED","LED_0603_HandSoldering",-14.150000,6.350000,270.000000,top
"D4","LED","LED_0603_HandSoldering",-4.900000,6.350000,270.000000,top
