Comment,Designator,Footprint,LCSC
Blue LED,D1,603,C72041
Green LED,"D2,D3,D4,D5",603,C84267
"Resistor, 150Ohm 1/10W","R1,R2,R5",603,C22808
"Resistor, 56Ohm 1/10W",R3,603,C25196
"Resistor, 560Ohm 1/10W",R4,603,C23204
