Comment,Designator,Footprint,LCSC
READY,J3,Molex_KK-254_AE-6410-02A_1x02_P2.54mm_Vertical,C293316
BL IN,"J1,J2",Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,C293502
C_Polarized,C1,CP_Elec_8x10,C445083
MASTER MODE,J4,Molex_KK-254_AE-6410-03A_1x03_P2.54mm_Vertical,C471416
