Comment,Designator,Footprint,LCSC
"1938","D1,D2","LED_THT:LED_D5.0mm-4_RGB",""
"MountingHole","H1,H2,H3","MountingHole:MountingHole_2.5mm",""
"PWR","J1","Connector_PinHeader_2.54mm:PinHeader_2x01_P2.54mm_Vertical",""
"LED/ZERO","J2","Connector_PinHeader_2.54mm:PinHeader_2x02_P2.54mm_Vertical",""
"STEPPER","J3","Connector_PinHeader_2.54mm:PinHeader_2x02_P2.54mm_Vertical",""
"ZERO","J4","Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical",""
"VID29-02","M1","KiCAD Libraries:VID29-02",""
