Comment,Designator,Footprint,LCSC
MAX487EESA+T,U1,SOIC-8_3.9x4.9mm_P1.27mm,C116539
0.1uF,C1,C_0805_2012Metric_Pad1.15x1.40mm_HandSolder,C49678
BUS IN,"J1,J2",Molex_Mini-Fit_Jr_5569-06A1_2x03_P4.20mm_Horizontal,C505177
DIGITAL #2,J5,PinHeader_2x10_P2.54mm_Vertical,
DIGITAL #3,J6,PinHeader_2x10_P2.54mm_Vertical,
ACC PWR,J7,PinHeader_2x02_P2.54mm_Vertical,
DIGITAL #1,J3,PinHeader_2x11_P2.54mm_Vertical,
ANALOG I/O,J4,PinHeader_2x10_P2.54mm_Vertical,
BUS ENABLE,JP1,PinHeader_1x02_P2.54mm_Vertical,
