Comment,Designator,Footprint,LCSC
0.1uF,C1,C_0603_1608Metric,C14663
ESD5Z5V0,D1,D_SOD-523,C248788
MT6825GT,U1,TSSOP-16_4.4x5mm_P0.65mm,C879563
