Comment,Designator,Footprint,LCSC
ECM JETT,J3,Molex_KK-254_AE-6410-02A_1x02_P2.54mm_Vertical,C293316
BL IN,"J1,J2",Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,C293502
1000uF (C_Polarized),C1,CP_Elec_8x10,
LED,D1,LED_D3.0mm,
